Alaska,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,7,6%
Alaska,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,6,5%
Alaska,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,1,1%
Alaska,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,6,5%
Alaska,blank,blank,blank,blank
Alaska,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,184,NA
Alaska,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,67,NA
Alaska,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,118,NA
Alaska,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,85,NA
Alaska,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,33,NA
Alaska,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,75,NA
Arizona,blank,blank,blank,blank
Arizona,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"18,765",100%
Arizona,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"13,429",72%
Arizona,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,464,2%
Arizona,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"4,907",26%
Arizona,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"4,261",23%
Arizona,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,646,3%
Arizona,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"3,329",18%
Arizona,blank,blank,blank,blank
Arizona,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"15,447",100%
Arizona,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"13,429",87%
Arizona,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,162,1%
Arizona,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"1,865",12%
Arizona,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"1,566",10%
Arizona,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,299,2%
Arizona,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"1,088",7%
Arizona,blank,blank,blank,blank
Arizona,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,"3,318",NA
Arizona,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,302,NA
Arizona,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"3,042",NA
Arizona,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"2,695",NA
Arizona,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,347,NA
Arizona,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"2,241",NA
Arkansas,blank,blank,blank,blank
Arkansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"14,555",100%
Arkansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"8,267",57%
Arkansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,"1,081",7%
Arkansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"5,270",36%
Arkansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"4,437",30%
Arkansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,833,6%
Arkansas,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"3,767",26%
Arkansas,blank,blank,blank,blank
Arkansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"10,661",100%
Arkansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"8,267",78%
Arkansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,330,3%
Arkansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"2,088",20%
Arkansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"1,788",17%
Arkansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,300,3%
Arkansas,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"1,440",14%
Arkansas,blank,blank,blank,blank
Arkansas,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,"3,894",NA
Arkansas,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,751,NA
Arkansas,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"3,182",NA
Arkansas,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"2,649",NA
Arkansas,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,533,NA
Arkansas,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"2,327",NA
Delaware,blank,blank,blank,blank
Delaware,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"1,336",100%
Delaware,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"1,128",84%
Delaware,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,48,4%
Delaware,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,163,12%
Delaware,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,137,10%
Delaware,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,26,2%
Delaware,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,120,9%
Delaware,blank,blank,blank,blank
Delaware,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"1,205",100%
Delaware,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"1,128",94%
Delaware,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,16,1%
Delaware,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,61,5%
Delaware,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,50,4%
Delaware,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,11,1%
Delaware,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,47,4%
Delaware,blank,blank,blank,blank
Delaware,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,131,NA
Delaware,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,32,NA
Delaware,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,102,NA
Delaware,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,87,NA
Delaware,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,15,NA
Delaware,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,73,NA
Florida,blank,blank,blank,blank
Florida,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"72,599",100%
Florida,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"51,629",71%
Florida,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,895,1%
Florida,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"20,077",28%
Florida,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"18,439",25%
Florida,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,"1,638",2%
Florida,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"17,280",24%
Florida,blank,blank,blank,blank
Florida,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"58,790",100%
Florida,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"51,629",88%
Florida,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,406,1%
Florida,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"6,756",11%
Florida,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"6,073",10%
Florida,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,683,1%
Florida,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"5,314",9%
Florida,blank,blank,blank,blank
Florida,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,"13,809",NA
Florida,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,489,NA
Florida,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"13,321",NA
Florida,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"12,366",NA
Florida,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,955,NA
Florida,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"11,966",NA
Georgia,blank,blank,blank,blank
Georgia,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"20,578",100%
Georgia,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"17,216",84%
Georgia,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,254,1%
Georgia,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"3,124",15%
Georgia,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"2,567",12%
Georgia,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,557,3%
Georgia,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"2,405",12%
Georgia,blank,blank,blank,blank
Georgia,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"19,257",100%
Georgia,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"17,216",89%
Georgia,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,126,1%
Georgia,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"1,926",10%
Georgia,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"1,537",8%
Georgia,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,389,2%
Georgia,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"1,438",7%
Georgia,blank,blank,blank,blank
Georgia,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,"1,321",NA
Georgia,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,128,NA
Georgia,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"1,198",NA
Georgia,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"1,030",NA
Georgia,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,168,NA
Georgia,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,967,NA
Hawaii,blank,blank,blank,blank
Hawaii,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"3,841",100%
Hawaii,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"3,737",97%
Hawaii,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,23,1%
Hawaii,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,83,2%
Hawaii,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,56,1%
Hawaii,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,27,1%
Hawaii,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,75,2%
Hawaii,blank,blank,blank,blank
Hawaii,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"3,748",100%
Hawaii,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"3,737",100%
Hawaii,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,0,0%
Hawaii,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,11,0%
Hawaii,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,8,0%
Hawaii,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,3,0%
Hawaii,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,7,0%
Hawaii,blank,blank,blank,blank
Hawaii,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,93,NA
Hawaii,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,23,NA
Hawaii,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,72,NA
Hawaii,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,48,NA
Hawaii,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,24,NA
Hawaii,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,68,NA
Illinois,blank,blank,blank,blank
Illinois,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"9,984",100%
Illinois,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"7,989",80%
Illinois,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,735,7%
Illinois,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,"1,357",14%
Illinois,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,"1,046",10%
Illinois,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,311,3%
Illinois,Marketplace or Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,"1,060",11%
Illinois,blank,blank,blank,blank
Illinois,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,"8,867",100%
Illinois,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Account Transfer Consumers Who Did Not Submit a Marketplace Application,"7,989",90%
Illinois,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,260,3%
Illinois,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,639,7%
Illinois,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,525,6%
Illinois,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,114,1%
Illinois,Account Transfer Consumers whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,466,5%
Illinois,blank,blank,blank,blank
Illinois,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,"1,117",NA
Illinois,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers Who Applied for Marketplace Coverage and were Determined Medicaid/CHIP-Eligible or Potentially Medicaid/CHIP-Eligible,475,NA
Illinois,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers who Applied for Marketplace Coverage and were Determined QHP-Eligible,718,NA
Illinois,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Eligible for APTC,521,NA
Illinois,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Not Eligible for APTC,197,NA
Illinois,Marketplace Consumers Not on Account Transfer whose Medicaid or CHIP Coverage was Terminated,Consumers with a QHP Selection,594,NA
Indiana,blank,blank,blank,blank
